岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
人力数字化经理（base长沙）,澳优乳业(中国)有限公司,1.5-2.5万·14薪,深圳·福田·沙头,5-10年,本科,合资,1000-9999人,食品/饮品/烟酒制造,最佳雇主,职位描述 岗位职责:作为公司人力资源数字化变革的核心引擎与关键桥梁，推动人力共享系统落地与优化，需精准对接HR业务需求与IT技术实现，通过数字化手段提升组织效率与员工体验，驱动人力共享服务迈向成熟。【核心职责】1、系统优化与迭代：负责人力共享系统的持续优化、价值挖掘与新功能模块的规划落地（如：员工自助、数据分析等）。2、跨国系统对接：负责海外HR系统及团队的对接，推动系统集成、数据合规与流程打通，支持全球化业务。3、需求管理与交付：作为HR与IT的协同枢纽，高效转化海内外业务需求为清晰的技术方案与项目计划，确保数字化项目高质量交付。3、流程再造与运营：基于系统推动HR流程的标准化与自动化；负责系统的推广培训与运营支持。 任职要求:1、经验：8年以上HR数字化领域经验，主导或深度参与过核心HR系统的实施、优化或迭代项目。2、精通业务与系统：熟悉人力资源核心流程，具备优秀的系统思维与需求分析能力。3、卓越的英语能力：英语口语流利，可作为工作语言，能进行深入的技术沟通。4、出色的协同力：拥有强大的跨部门、跨文化沟通与项目推动能力，能化解分歧、达成共识。5、有跨国HR系统对接、外企或全球化IT项目经验者优先。
高级合伙人（HWP）精英计划F,深圳市美景公关顾问有限公司,2-3.5万,深圳·福田·沙头,3-5年,大专,股份制企业,100-299人,投资与资产管理,,"职位描述 2007-2025，18年间，泰康就专心致志地做一件事：保险＋医院医疗＋健康管理＋养老＝医养康宁融合的大健康产业。特别说明：1. HWP=health & wealth planner（职业名称：健康财富规划师），与泰康人寿签订代理人协议，属于保险合伙人制。2．学历要求：必须是中国学信网上能查询认证的本科或以上的学历（条件优秀可放宽到大专）3．过往一年的年收入需达20万或以上，有丰富人脉和资源的候选人可适当放宽。4．泰康集团所有资源：含保险、资产管理、养老社区、医院、拜博口腔门诊、殡仪服务、墓地等产品，均持证合规合法销售。5．泰康用""保险合同""链接了上述的所有资源和线下实体（如养老社区／医院／墓地／拜博口腔等），是目前中国市场上行业内独有的一种创新模式。6．泰康的正式""职业HWP健康财富规划师""是经国家教育部批准及备案的职业类别，全国认证。7.HWP的专属职场在车公庙的东海国际中心A座 要求及特点：1．每个工作日上午出勤，学习保险／健康／财富知识（出勤率要求），其余时间自行安排！2．保险代理合伙人，时间可自主灵活安排，但自律才有自由。3．每天保持学习，专业专注才有价值。4．收入构成：佣金＋有责底薪（最低3k／最高160k每月）＋其他"
高级能效工程师,广东深续技术有限公司,8000-12000元,深圳·南山·桃源,3-5年,本科,20人以下,技术服务,,,"职位描述 岗位职责 1、负责工业企业、公共建筑节能降碳咨询服务,包括但不限于深度节能诊断、能源审计、节能评估、节能改造解决方案等； 2、主导参与完成碳相关业务工作； 3、主导完成企业、建筑能源、碳相关数据分析工作； 4、独立完成咨询报告编制工作； 5、协助能效、碳相关的Agent智能体体验调试工作； 6、配合完成交代的其他工作任务。 岗位要求 1、熟悉能源、暖通、机电、双碳领域基本概念； 2、具有5年以上节能管理、设备运维、低碳减排或工厂设备管理相关经验； 3、对国家、省、市,节能、双碳政策,节能降碳领域相关理论知识和技术知识有一定了解； 4、有节能行业、双碳行业从业经历者优先,熟悉节能相关咨询报告编制流程优先； 5、有兴趣深入参与能源/能效/碳的技术服务、管理体系及AI Agent建设工作； 6、具有理工专业背景，电气及自动化、热能动力、暖通、新能源专业方向优先； 7、985/211本科优先； 8、做事有条理,执行力强,责任心强,诚信可靠，具备有良好的语言表达能力和团队配合精神,较强客户服务意识。"
具身智能算法工程师,远行光年科技(深圳)有限公司,3-6万,深圳·南山·西丽,经验不限,本科,民营,20人以下,人工智能,,职位描述 岗位职责：1. 研发具身智能核心算法与模型能力（语言理解、人机交互、移动/操作等），对具身基座大模型（VLA/VLM/VLN 等）进行微调与优化，从数据、模型与算法多维度提升效果。2. 将VLM、VLA、VLN、3D 空间理解、导航与操作等相关模型集成到真实机器人系统，完成端到端部署、联调与稳定性优化。3. 构建可展示、可复现、可交付的具身机器人系统（导航、理解、操作、人机交互等），适配不同机器人本体（机械臂/轮式/复合机器人），完成算法对接与能力迁移。4. 基于 Agent框架、训练推理工具链，打通数据采集、模型训练、推理部署与线上迭代闭环，设计符合客户环境的具身智能系统架构和技术解决方案。任职要求：1. 本科及以上学历，计算机、机器人工程、自动化、电子信息或相关专业背景。2. 能熟练使用 C++ / Python，具备良好的代码结构设计与调试能力，有真实系统工程经验。加分项：1. 有 VLM / VLA / VLN / Diffusion Policy 等相关算法开发经验。2. 熟悉 ROS / ROS2，有真实机器人开发、调试经验。3. 具备良好的客户沟通能力和现场问题解决能力，有机器人完整交付经验。我们提供：1. 充足的真实机器人平台与传感器资源，包括机械臂、人形机器人与相关工装体系，支持快速实验与迭代。2. 从工业自动化/设备工程向机器人平台负责人发展的成长路径，能在短周期内积累高密度的系统联调与工程化经验。3. 有竞争力的薪酬待遇，具体面议，提供五险一金与良好的研发条件。4. 开放、极客的技术氛围，强调工程闭环与成果落地，支持你把流程做成体系，把能力沉淀为标准化资产。
Python开发工程师（金融国企|双休|AI）,深德科,1.3-1.6万,深圳·罗湖·桂园,3-5年,本科,民营,1000-9999人,软件/IT服务,,职位描述 Python+AI线上笔试+线下面试岗位职责：1. 运维权限控制系统后端服务建设2. WAF新架构下的Web自动化发布系统 后端建设3. 借助AI coding，参与WAF新架构下的web自动化发布系统的前端建设任职要求：1.本科 3 年及以上的开发服务经验。2.熟练掌握 Go、Python 等主流开发语言及相关框架，编码基础扎实。3.对于AI coding有一定的了解，愿意主动拥抱AI，主动学习。
LLM算法工程师,锐仕方达人才科技集团有限公司,7-8万·14薪,深圳·宝安·新安,5-10年,本科,股份制企业,1000-9999人,人力资源,,职位描述 LM算法工程师 必:(Python OR C++) AND (PyTorch OR TensorFlow ) AND (LLM OR 大型 OR GPT)o重点:(sFT OR RLHF OR 预训练)AND (量化 OR 剪枝 OR推理加速 OR vLLM)力分: ( LangChain OR LlamaIndex OR AutoGPT ) AND ( RAG OR Vector Database OR MilvusOR0 Pinecone) 岗位职责 - 负责 LLM（大语言模型）的预训练、SFT（监督微调）及 RLHF 工作； - 针对业务场景进行模型剪枝、量化及推理加速，确保效果与成本的平衡。 - 设计并落地自主 Agent（智能体）系统，实现复杂任务的多步骤规划与执行； - 推动 Agent 在现有业务流中的集成与应用。 - 构建基于 RAG（检索增强生成）的企业级智能问答助手； - 负责非结构化数据清洗、知识图谱构建及向量数据库治理，确保回答的准确性与可追溯性。 - 跟踪业界前沿技术（如 MoE、多模态等），评估其可行性； #NAME? 任职要求 - 硕士及以上学历，或项目经验丰富的本科毕业生，人工智能、计算机科学或相关领域； - 精通 Python / C++，熟悉 PyTorch / TensorFlow 框架； - 深入理解 Transformer 架构，具备 HuggingFace、LangChain、LlamaIndex 等主流大模型生态的实战经验； - 熟悉 Kubernetes、Docker 等容器化技术； - 具备良好的代码规范与系统设计能力。 - 5 年以上 AI 相关工作经验； - 2 年以上大模型或 Agent 相关落地项目经验； - 有完整产品上线案例者优先。 - 具备极强的技术敏锐度与问题解决能力； - 对新技术充满热情； - 拥有优秀的沟通与团队协作能力。
BD高级经理,深圳市方度电子有限公司,1-2万,深圳·福田·华强北,5-10年,本科,民营,20-99人,产业互联网平台,,职位描述 岗位职责要求：1. 市场开拓： - 负责视频监控智能方案解决系统及相关产品、系统的市场开拓工作。 - 与公司上游厂商和合作伙伴一起，完成商户合约。 - 识别并开发新的销售渠道和商户资源，增加市场份额。2. 商户关系管理： - 维护和深化与现有商户的关系，提高商户满意度和忠诚度。 - 管理关键商户账户，确保商户服务和支持的高标准。3. 商务谈判与合作： - 与潜在商户进行商务谈判，达成合作协议。 - 协调跨部门资源，确保合作项目的顺利执行。4. 项目管理： - 管理BD项目，确保项目目标的实现。 - 跟踪项目进度，及时调整策略以应对商户需求和市场变化。5. 产品知识传递： - 向商户准确传达公司产品的价值和特点。6. 业绩目标达成： - 制定并实现销售目标，确保业绩增长。 - 定期评估业务成果，向高层管理提供业务报告。 任职要求：1. 教育背景： - 本科及以上学历，市场营销、商务管理或相关专业，安防监控系统集成经验优先，理工科背景尤佳。2. 工作经验： - 至少5年以上的商务拓展或相关领域的工作经验。 - 有在视频监控或智能解决方案行业的工作经验者优先。3. 专业技能： - 熟悉视频监控和智能解决方案的市场、产品和行业。 - 具备良好的市场分析和策略制定能力。4. 沟通能力： - 出色的沟通和谈判技巧，能够与不同层级的商户和团队成员有效沟通。5. 项目管理： - 具备项目管理能力，能够协调资源，确保项目按时完成。6. 抗压能力： - 能够在高压环境下工作，具备良好的时间管理和优先级排序能力。7. 语言能力： - 良好的书面和口头表达能力，英语能力强更好。8. 技术理解： - 对人工智能、大数据等技术有较强的理解，能够与技术团队有效沟通。9. 创新思维： - 具备创新思维，能够不断探索新的业务模式和市场机会。
AI 应用架构与开发专家（金融企业级）,北京一种生活互联网信息服务有限公司,4-6万·15薪,深圳·南山·南山,3-5年,本科,民营,20人以下,软件/IT服务,,职位描述 【Base北京/深圳】40岁/43岁内，统招本科，英语流利，3-5年To B金融企业解决方案架构开发经验。【职位描述】1. 负责金融行业企业级AI 解决方案的整体架构设计、技术落地与全流程交付，独立完成从方案设计到代码实现的闭环。2. 通过引入大模型、RAG、智能Agent、自动化流程等AI 技术，加速项目开发与业务系统迭代效率。3. 主导AI 能力在业务系统中的深度集成与落地，包括但不限于智能文档处理（IDP）、全自动化 API 调用链路、AI 记忆模块设计与开发，以及文本、图片、语音数据标注体系与相关工具建设。4. 结合前后端技术能力，完成AI 模块集成、接口开发、系统联调、测试及上线部署。5. 熟练运用AI 工具链完成方案验证，系统开发与生产部署，确保项目真实投产并产生业务价值。6. 与海内外团队、客户及技术合作方进行需求沟通、技术对接与项目推进，英语可作为工作语言。【任职要求】1. 本科及以上学历，计算机、软件工程相关专业。2. 5年及以上企业级ToB 项目经验，金融科技/ 企业服务领域优先。3. 具备企业级系统架构设计能力，主导过复杂系统、平台型系统或关键业务系统的设计、开发与落地。4. 同时具备AI 解决方案架构能力与AI 应用系统开发能力，既能做方案设计，也能写代码落地。5. 有前端或后端开发背景，熟悉前后端技术逻辑与系统集成。有从传统工程转型 AI的经历者优先。6. 熟悉金融或 ToB 企业服务相关业务场景，具备较强的需求分析、跨团队沟通与方案推动能力；具备产品思维或产品协作经验者优先。7. 拥有2-3个真实上线、可复盘、可量化的企业级AI 项目经验，能够清晰讲解项目背景、技术选型、实现过程与业务价值。8. 熟练掌握AI 技术栈与工具链：LLM、RAG、Agent、Skills、PromptEngineering、向量数据库、自动化流程、数据标注平台等。9. 对AI 技术发展保持高度敏感度，具备持续学习、快速验证和业务转化能力，能够带动团队跟进新技术、新工具，并推动其在实际业务中的有效应用。10. 英语流利，可独立进行英文技术沟通、方案汇报与项目对接。加分项 Demo 类自动化演示系统建设 IDP 智能文档处理与全自动化调用链路 AI 记忆模块设计与开发 文本、图片、语音 labeling 数据标注体系搭
官网营销经理,万宝盛华企业管理咨询（上海）有限公司,1-1.5万,深圳·龙岗·坂田,1-3年,本科,上市公司,500-999人,人力资源,已上市,职位描述 官网营销经理 【岗位职责】 1. Campaign运作 - 作为PM角色，策划、统筹并执行线上线下整合营销事件，跨部门协同，拉通内外部资源，保障事件高效、高质量执行； - 支撑新品发布会、年度品牌活动等大型事件营销，作为部门的对外接口人拉通内外团队，跟进执行，并输出复盘总结； - 负责供应商管理，包括供应商对接、需求Brief、执行进度把控、风险管理等； 2. 需求管理与落地 - 负责官方自有阵地（如官网）的需求管理，包括需求收集、分析、优先级排序及跨部门（产品、技术、设计）协同推进； - 深入理解业务目标与用户场景，撰写需求文档，并跟进落地，确保官网功能、活动页面等按时按质交付； 3. 营销数智化 - 支撑Martech建设与应用，重点探索GEO（生成式引擎优化），优化品牌/产品在AI引擎中的可见性与引用率； - 根据业务工作流，搭建AI辅助营销工具（如社媒热点分析等），提升营销效率；【任职要求】 - 教育背景：本科及以上学历，市场营销、传播、信息技术等相关专业优先。 - 工作经验：2年以上市场营销经验，有消费电子、互联网、科技、电商等行业经验优先。 - 优秀的项目统筹、跨部门沟通与落地推动能力，能高效处理多线程任务。 - 熟悉网站产品，具备基础的用户体验思维，了解网页端交互逻辑、信息架构设计。 - 对3C产品有兴趣和基本了解，能够快速理解产品技术规格与用户场景。 - 对GEO、AI Agent等有见解或实操经验者优先
流程IT总经理,北京伟特英才科技有限公司,10-15万·16薪,深圳·南山·西丽,10年以上,本科,民营,20-99人,教育科技/教育软件,,职位描述 工作职责数字化战略与蓝图规划1.负责集团数字化转型的顶层设计，制定符合公司战略发展的中长期信息化与数字化建设规划（蓝图）。2.主导业务架构（BA）、应用架构（AA）、数据架构（DA）和技术架构（TA）的整体规划与落地，确保架构的先进性、稳定性和可扩展性。项目统筹与建设管理1.统筹管理集团级中大型信息化项目的全生命周期（立项、选型、实施、上线、运维），确保项目按时、保质、预算内交付。2.深入理解制造行业与供应链管理业务，通过IT手段优化业务流程，推动研、产、供、销等核心价值链的数字化协同。团队建设与管理1.负责流程IT团队的梯队建设与日常管理，提升团队的专业技术能力与业务服务意识。2.建立高效的内部协作机制，协调业务部门与IT部门的需求沟通，解决跨部门的关键痛点。IT运营与治理1.建立健全企业信息化管理制度、标准和规范，保障信息系统的安全、稳定、高效运行。2.持续监控新技术发展趋势，引入适用的创新技术（如AI、大数据等）赋能业务创新。任职资格教育背景1.本科及以上学历。2. 经验要求10年以上信息化/数字化建设经验，具备标杆民营企业或大型制造业背景者优先。拥有5年以上中大型项目独立领导经验，曾担任过大型复杂项目的项目经理/总监，具备千万级项目操盘能力。3. 专业技能架构专家： 对业务架构、应用架构、数据架构、技术架构有深刻理解和实战经验。行业洞察： 深度理解制造行业及其核心业务流，对IPD、LTC、ISC等核心流程领域有深入的数字化实践经验。4. 综合素质蓝图构建力： 具备极强的数字化蓝图规划能力，能够将抽象的战略转化为可落地的IT路径。领导力与抗压： 具备卓越的团队管理能力和跨部门组织协调能力；性格开朗，心理素质过硬，能在高压环境下保持高效决策与执行。判断与沟通： 具有敏锐的商业判断力，能够精准把握业务需求本质，并具备优秀的向上汇报与横向沟通技巧。
大模型工程师 / AI开发工程师,软通动力信息技术(集团)股份有限公司,1.1-1.5万,深圳·龙岗·坂田,5-10年,本科,上市公司,10000人以上,软件/IT服务,最佳雇主,职位描述 主要职责 • 开源大模型（LLM、图像/语音等）的部署、推理优化与微调 • 优化模型推理性能（量化、并行、显存优化） • 封装模型为高可用API接口，供前端和客户调用 • 协助设计算力消耗与Token计费的技术方案 • 开发接口供前端客户使用 任职要求（含优先条件）必须： • 精通Python，熟练使用PyTorch/TensorFlow/Transformers • 有分布式训练、多卡推理部署经验 • 熟悉vLLM、TGI、TensorRT-LLM等推理加速框架 • 熟悉模型量化（INT8/INT4）、LoRA微调等优化技术 • 有模型量化/压缩/性能优化经验 • 5年以上大模型开发经验 • 优先：有大模型商业化落地经验（API服务/MaaS）；熟悉LangChain/LlamaIndex等Agent开发框架；有CUDA编程或算子优化经验；熟悉API接口与SaaS集成 4.有OpenStack / KubeVirt经验 5.有算力平台或云平台运维经验
Keeta用增外包,外企德科数字技术有限公司,7000-9000元,深圳·龙华·民治,经验不限,大专,合资,10000人以上,软件/IT服务,,职位描述 岗位职责1、协助日常营销活动、优惠券等配置系统的操作与维护，确保活动按时、准确上线。2、根据运营需求，协助完成优惠券、促销活动等配置任务，支持日常业务落地。3、协助撰写和维护活动配置的操作文档，沉淀配置规范和流程。4、配合产品、研发、测试等多部门沟通，跟进配置上线进度，及时处理配置过程中的异常问题。5、协助进行活动数据的初步核对，确保配置结果符合预期。岗位基本需求1、本科及以上学历，专业不限，市场营销、电子商务、计算机、数学等相关专业优先。2、具备不错的逻辑思维能力，学习能力强，能够快速理解业务规则。3、细心、耐心，具备良好的执行力和责任心，能够保证配置的准确性和及时性。4、熟练使用常用办公软件，具备一定的数据处理能力。5、英语可作为工作语言。特殊说明需要跨时区工作，工作时间为北京时间：19:00-02:59 。可居家办公
python开发（AI应用）,深圳市法本信息技术股份有限公司,1.2-1.4万,深圳·南山·粤海,3-5年,本科,上市公司,1000-9999人,软件/IT服务,优选雇主,职位描述 岗位职责：1、与产品、算法、前端协作，落地智能助理、自动化工作流、多Agent协同等场景;2、参与Agent架构优化、性能调优、稳定性保障与异常处理;3、参与编写技术文档、单元测试与集成测试，保障代码质里与可维护性。任职要求：1、3年及以上Python开发经验;2、熟练握 Python 及常用生态:FastAPI/Flask/Django、AsyneioPydantic、 SQLAlchemy 等;3、良好的系统设计能力、问题排查能力与代码规范意识;4、具备自动化工作流、AI应用产品落地经验优先;
python开发工程师,奇宏电子(深圳)有限公司,1.5-1.8万,深圳·宝安·沙井,3-5年,本科,外商独资,1000-9999人,金属制品/机加工,,职位描述 职位描述1.分析和评估业务场景的AI适用性，设计AI解决方案(如使用大模型进行自动化、预测或优化)。2.集成开源或商用大模型(如GPT系列、Qwen等)，结合公司数据开发自定义Agent。3.使用N8N等工具构建AI工作流，并优化代码以确保可扩展性和性能，4.进行AI模型的训练、测试和部署，监控上线后的效果，并迭代优化以实现ROI最优，5.提供内部AI知识培训，帮助团队提升技能，学历:计算机、数据科学或相关专业本科及以上。经验:有全栈开发经验，至少3年AI/ML开发经验，有实际项目落地案例(如计算机视觉、自然语言处理或推荐系统)，能快速实现需求。技能:熟练掌握Python，熟悉TensorFlow/PyTorch等框架;了解大模型微调和API集成;强问题解决能力，能与业务部门沟通;有企业AI落地经验，了解数据隐私合规(如GDPR或国内数据安全法)。
IR投资者关系经理,稀美资源(广东)有限公司,1.5-2.5万,深圳·福田·沙头,3-5年,本科,上市公司,500-999人,矿产/冶金,已上市,职位描述 岗位职责：1. 投资者关系日常维护与执行，参与业绩发布会、策略交流会、投资者日常沟通、资本市场路演等活动，承担材料筹备、现场主讲及沟通对接工作；2. 负责公司资本品牌建设与价值传播，维护与境内外机构投资者、分析师及媒体的良好关系，持续梳理与输出公司投资亮点，统筹投资者关系管理、股东及董事信息管理、资本品牌宣传；3. 跟踪对标同行业公司动态与资本市场数据，研读行业研究报告，形成分析洞察并为管理层提供决策建议；4. 定期归集公司经营运营信息，协助完成半年度/年度财务报告、ESG 报告、年报等披露文件的撰写、校对与复核，配合三会相关事务；5. 完成上级交办的其他工作。 任职要求： 1. 统招本科及以上学历，金融、经济、财务等相关专业，重点院校优先； 2. 具备优秀的沟通表达、商务社交与逻辑梳理能力，性格开朗主动，学习能力强； 3. 熟悉港股资本市场规则，具备 3 年及以上港股投资者关系、财经公关等相关资本运作经验者优先； 4. 具备扎实的财务与金融市场知识，能够独立解读财务数据、提炼投资价值； 5. 英语可作为工作语言，听说读写流利； 6. 能接受频繁出差（深圳、上海、北京、香港），每周需在广州办公2天，其余时间可灵活在外安排客户沟通或出差，工作方式高效自主。
高级java研发工程师,深圳市紫川软件有限公司,1.6-2万,深圳·罗湖·桂园,5-10年,本科,民营,500-999人,软件/IT服务,,"职位描述 1.扎实的 Java基础, 理解io,多线程 集合等, 有良好的编程习惯和文档撰写能力以及沟通协调能力2.掌握常用的设计模式(代理 建造者,观察者,策略, 模版,装饰者)及反射,自定义注解等3.掌握Juc高并发编程及其底层原理 Synchronized 原理, Lock 锁原理 线程池原理4.掌握Jvm原理 内存结构,对象内存布局 垃圾回收算法,垃圾收集器5.掌握 MySQL索引原理 熟练学握Sql 优化6.熟悉 Redis 底层数据结构,RocketMO,RbbitMQ 消息中间件的使用以及他们常见问题的解决方案7.有贷款相关项目经验优先8、有数据开发、熟悉教据挖掘、agent开发相关经验者优先"
DM解决方案咨询顾问,北京三维天地科技股份有限公司,2-2.1万,深圳·南山·粤海,3-5年,本科,股份制企业,1000-9999人,软件/IT服务,优选雇主,职位描述 工作职责： 1）负责公司数据资产管理相关产品与解决方案的售前和咨询；2）与售前和产品团队紧密合作，负责客户的需求引导、方案撰写；3）负责跟踪公司数据资产管理产品行业市场，基于产品节奏及时输出高质量的解决方案资料；4）及时汇总客户侧新需求与关注点，并与产品和售前团队积极沟通输送需求。 任职资格： 1）知名大学毕业，信息技术相关专业，精力充沛，可适应全国高频出差；2）专注于企业数字化转型领域，对于企业数字化转型有热情、有思考；3）具备良好的共情能力，能深度思考需求或产品背后的价值链，深挖客户价值；4）具备强的逻辑思维能力，以及通过复杂表象探寻、汇总信息的能力。5）3年以上大型集团的企业数字化转型、解决方案或软件项目服务经验。6）良好的文字功底，注重文档交付物的输出质量，关注细节。7）较强的沟通协作和团队融合能力，具备高度责任心，抗压能力强。
VM资源管理（双休+五险一金）,深圳火星语盟科技股份有限公司,7000-10000元,深圳·南山·桃源,1-3年,本科,民营,500-999人,软件/IT服务,已上市,职位描述 职位名称：VM资源管理所属部门：资源采购部汇报对象：资源采购部门经理薪资福利：周末双休+六险一金+绩效奖金+年终奖+年度调薪+年度体检通过战略性资源开发与管理，为翻译、配音等本地化项目提供高性价比人才及供应商支持，实现“资源成本降低+供应商复用率提升”的业务目标。岗位职责全语种资源开发与成本管控：拓展全球多语种翻译/配音人才（英语为核心，兼顾小语种），主导供应商开发、能力测试、议价签约及付款流程，建立分级资源池。供应商全生命周期管理搭建：供应商数据库，监控交付质量（如翻译准确率、配音稿件适配度）、响应时效、成本波动等核心指标；优化优质供应商合作粘性，沉淀长期战略合作伙伴。业务端技术支援：支持销售报价：快速匹配稀有语种资源，提供成本预估与风险预警；协同PM调度资源：根据配音项目声线、语速、设备要求等特性精准派单，处理紧急插单需求。任职要求英语六级或专四良好或同等能力，精通翻译审校与配音文稿术语核查（需提供案例）；1年以上本地化资源管理经验，熟悉Trados等CAT工具及供应商管理系统；具备成本敏感度：能通过数据对比（如千字单价、反馈率）判断资源优劣。
香港财富规划顾问（IANG优先）,深圳市晨昇企业管理有限公司,1.8-3.5万,深圳·福田·福田街道,经验不限,本科,代表处,20-99人,咨询服务,,职位描述 【岗位职责】 - 负责客户需求沟通与服务支持 - 协助制定相关解决方案 - 维护客户关系并跟进服务进度 - 完成阶段性工作目标 【任职要求】 - 本科及以上学历 - 具备良好沟通能力 - 对金融行业有兴趣 - 有责任心及执行力 【薪资待遇】 - 薪资范围：12000-30000 - 根据绩效提供额外激励
0391FX-风控工程师（全球）,中国平安财产保险股份有限公司,1.5-2万,深圳,1-3年,本科,股份制企业,10000人以上,保险,,"职位描述 工作职责要求：面向中国境内及“一带一路”沿线等全球客户，提供专业安全咨询与风险管理服务，通过引进并本土化国际领先风控技术，建立标准化作业流程，提升服务效能；同时打造专业化风控团队，以知识传承和最佳实践持续提升客户安全水平。1、风险查勘与安全咨询：(1)执行高复杂度的现场风险查勘，运用国际标准（FM Global, NFPA等）评估客户的财产、业务中断及责任风险；(2)为重大项目提供全周期的风险管理和咨询服务，帮助识别和管理项目风险，提供专业的解决方案。2、风控技术与设备引进：(1)持续关注并筛选全球风险管理领域的先进技术与设备，制定引进计划；(2)结合中国本土的安全生产法规（GB标准）、地理环境及客户实际运营情况，对引进的技术和设备进行适应性调整与优化；(3)建立标准化的技术操作程序，将新技术融入日常风控服务流程，显著提高风控作业的精准度与效率，降低人工查勘成本。3.、队伍建设与知识传承：(1)系统性培养风控专、兼职队伍，通过内部培训、项目带教等方式，提升团队的专业技能和风险意识；(2)总结并分享项目经验，推动最佳实践在团队内的应用，持续提高整体服务质量。任职资格：1、教育背景：本科及以上学历优先，安全工程、消防工程、机械工程、土木工程或相关理工科专业；2、工作经验：(1)3-5年年以上风控工程相关工作经验；(2)有知名保险经纪或外资财险公司风控工程师从业背景者优先。3、专业技能：(1)熟悉国内安全生产法规及FM Global Data Sheets、NFPA等国际行业标准；(2)具备良好的中英文书面及口头沟通能力，能独立撰写英文报告并参与跨国团队协作。"
高级流程工程师（SAP-MM模块方向）,深圳新宙邦科技股份有限公司,1.7-2.2万·15薪,深圳·坪山·坪山街道,5-10年,本科,股份制企业,1000-9999人,石油/石化,已上市,"职位描述 岗位职责：1.协助供应链部门开展采购、仓储、物流等领域业务流程的端到端梳理，主导集团SAP-MM模块总体蓝图规划、系统功能方案设计，负责需求梳理、管控及标准化需求规格制定。2.统筹SAP-MM及供应链相关系统的项目实施计划，协调内外部各方资源，管控项目进度、范围与质量，确保项目顺利落地和稳定运行。3.维护/建立SAP及供应链相关系统的运维标准体系，参与SAP运维体系维护，牵头制定SAP-MM模块管理规范及相关管理制度；4.跟踪模块功能运行效果，快速解决系统运行中的各类问题，根据供应链业务发展需求输出模块优化方案，推动数字化场景深化应用，支撑集团供应链数字化升级。5.负责SAP-MM与WMS、SRM、TMS等集团内部系统的集成架构、接口方案设计，保障供应链全链路数据打通与一致性。主导SAP-MM模块及供应链相关系统数据治理工作，保障模块运维有序、数据规范可控。6.核心参与集团供应链数字化及相关系统平台规划和设计，调研供应链各环节业务痛点，输出SAP-MM等相关系统的规划方案及落地实施路径。 任职资格： 1. 通用经验：具备5年及以上SAP-MM模块运维、项目实施或相关领域工作经验；有制造行业、化工行业相关工作经验者优先，拥有乙方SAP实施经验者优先考虑。 2. 项目经验：至少参与2个及以上相关系统（如SAP-MM、WMS、SRM、TMS等）的咨询、方案设计、实施或优化项目，熟悉项目全流程（需求调研、方案编制、落地推进、上线支持、运维辅导）。"" 3.系统认知：精通SAP-MM模块架构、技术、工具、核心功能模块及实施逻辑，熟悉系统集成相关知识（如接口设计、数据交互），具备方案设计、系统集成能力，了解WMS、SRM、TMS等相关系统，具备良好的沟通统筹与文档撰写能力。 4.软件与架构知识：熟练掌握ABAP语言的阅读能力，具备自开发程序的调试能力，能独立完成SAP-MM模块相关程序问题的诊断、分析与解决；了解软件工程流程，能结合系统特性和业务需求，设计合理的系统实施方案。 5.业务知识：熟悉采购、仓储、物流等核心供应链业务流程，能准确理解业务语言及业务逻辑，可精准识别流程痛点与瓶颈。 6.沟通协调：具备较强的跨部门、跨层级沟通能力，能高效对接供应链部门、技术团队、各事业部等，协调解决项目推进中的分歧和问题；具备良好的业务需求捕捉能力，能将业务需求转化为可行的系统方案。"
Business Development Manager,深圳市泰和安科技有限公司,8000-15000元,深圳·南山·沙河,3-5年,本科,民营,500-999人,电气机械/电力设备,,"职位描述 Job Responsibilities1.Spearhead the development of overseas markets by identifying and establishing partnerships with local distributors and sales channels.2.Build and maintain a robust overseas channel system, ensuring effective implementation of cooperation strategies and incentive programs.3.Cultivate and manage relationships with key channel clients to foster long-term, stable collaborations.4.Conduct ongoing market research to gather intelligence on regional trends and competitor activities, reporting insights to headquarters.5.Provide comprehensive sales support to agents, including assistance in achieving targets, technical training, and promotional support.6.Represent the company at international trade shows and conduct overseas visits to enhance business development efforts.7.Lead and participate in business negotiations, contract finalization, and the development of commercial terms.Job RequirementsCandidate Requirements:1.Bachelor’s degree or higher in International Trade, Marketing, Foreign Languages, or a related field.2.At least 2 years of experience in overseas channel development (Fire Safety Industry）and management.3.Proficiency in English or another language (e.g., Arabic, Spanish, French); must be capable of independently engaging in overseas meetings and negotiations.4.Solid understanding of international trade practices and strong cross-cultural communication skills.5.Prior experience or existing customer networks in the new energy charging infrastructure or smart security sectors is highly preferred.6.Dynamic, resilient, and self-motivated individual with exceptional negotiation skills and a results-driven mindset.Required LanguagesSpanish, Russian, Portuguese, Arabic, English"
