岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
产业研究与市场策略经理,纵苇科技集团,23-28K·13薪,苏州,本科,5-10年,500-999人,其他制造业,夜班补助|餐补|定期体检|五险一金|免费工装|年终奖|股票期权|高温补贴|法定节假日三薪|生日福利|加班补助|团建聚餐|节日福利|意外险|绩效奖金|零食下午茶|补贴|带薪年假|企业年金,周末双休 五险来自一金 一、工作职责 1、智来自能体核⼼开发：负责AI智能体的架构设计、核⼼模块（任务规划、推理决策、多智能体协作、状态恢复）开发与优化，实现⾼效、稳定的智能体运行时系统。 2、框架集成与适配：深度集成主流AI Agent框架（如LangChain、LangGraph、AgentScope、Dify等），编写高质量适配器，⽀撑智能体与底层模型、工具、记忆系统的无缝对接。 3、RAG与Prompt工程：构建检索增强生成（RAG）系统，优化Prompt策略，提升智能体的理解、推理与生成能力。 4、工具调用与系统集成：开发智能体可调用的工具集（API、函数、内部系统），实现数据查询、代码执行、外部服务调用等功能，确保工具调用的高效性与可靠性。 5、性能优化与迭代：持续优化智能体的推理逻辑、记忆机制与工具调用能力，建立评估体系衡量智能体表现。 6、技术追踪与落地：跟踪大语言模型（LLM）与AI Agent领域前沿技术（如多智能体协同、反馈优化），结合业务需求进行技术预研、选型与落地。 7、全栈支持：配合完成智能体相关Java后端模块开发（如工具服务接口、数据持久化）及Vue前端界面/可视化功能开发（如智能体交互面板、结果展示页），保障端到端交付。 二、任职要求 1.本科及以上学历，3年以上软件相关经验，1年以上智能体开发经验; 2. 核心能力 2、Python编程：精通Python语言，熟悉异步编程（asyncio）、面向对象编程，具备扎实的软件工程能力与良好的代码风格。 2、智能体框架：熟悉至少一种主流Agent开发框架（LangChain、LangGraph、AutoGen、Dify等），有实际项目集成经验。 2、LLM基础：了解大语言模型（如GPT、LLaMA、Claude等）的原理、优势及局限性，具备Prompt工程、RAG、工具调用（Function Calling）实践经验。 2、优先考虑：熟悉Vue、React等前端框架，能开发智能体使用界面或结果展示页（如可视化结果、智能体配置面板），具备前后端联调经验。 3. 较强的学习能力和解决问题的能力，较好的团队意识和协作能力，对AI技术充满热情 ；
Sr. ELS Project Leader,艾利丹尼森,15-17K,苏州,本科,5-10年,1000-9999人,印刷/包装/造纸,包吃|员工旅游|免费班车|带薪年假|补充医疗保险|五险一金|定期体检|年终奖|住房补贴|节日福利|交通补助|加班补助,【面向苏州本地boss高校在读同学开放实习岗位】 来自一、岗位核心定位 负责公司AI相关来自技术的研发、落地与优化，聚焦知识图谱（RAG/LangGraph）或机器⼈语⾳交互（TTS/ASR）完整闭环链路，助⼒业务场景实现技术赋能，协同团队完成技术攻坚与项目交付。 二、岗位职责 （⼀）知识图谱方向（RAG/LangGraph） •负责知识图谱的全流程搭建，包括知识抽取、融合、推理、存储及优化，保障知识体系的准确性与完整性。 •深耕RAG（检索增强生成）技术，结合LangGraph框架，设计并实现高效的检索与生成协同方案，提升问答准确性与响应效率。 •参与知识图谱与大模型的融合落地，优化Embedding模型、检索策略，解决实际业务中的知识匹配、推理难题。 •协同产品、测试团队，完成技术方案评审、接口开发、联调测试及上线后的迭代优化，确保项目顺利落地。 •关注行业前沿技术动态，探索知识图谱、RAG、LangGraph相关新技术、新方法，并应用于实际业务场景。 （二）语音交互方向（TTS/ASR） •负责机器人语音交互完整闭环链路的研发与优化，覆盖ASR（语音识别）、TTS（语音合成）全流程技术实现。 •优化ASR识别准确率、TTS合成自然度，解决真实环境中的噪声、回声、口音等问题，提升语音交互的流畅性与鲁棒性。 •熟悉语音交互系统基本原理，负责流式识别、断句、播报控制、实时音频处理等关键环节的设计与优化。 •对接机器人硬件与软件系统，完成语音交互模块的集成、调试，确保与整体系统兼容稳定运行。 •跟踪语音交互领域前沿技术（如VAD、AEC、speech-to-speech等），结合业务需求进行技术创新与落地。 三、任职要求 （一）通用要求 •本科及以上学历，计算机、人工智能、电子信息、自动化、通信工程等相关专业，1-3年相关技术工作经验（优秀应届生可酌情放宽）。 •熟练掌握Python编程语言，熟悉PyTorch、TensorFlow等主流深度学习框架，具备良好的代码规范与工程化能力。 •具备较强的问题分析与解决能力，善于主动思考，能独立完成技术方案设计与落地。 •具备良好的沟通协作能力、学习能力和责任心，能快速适应业务需求变化，积极配合团队完成工作。 （二）方向二选一，满足其一即可 1. 知识图谱方向 •熟悉知识图谱核心技术，包括本体建模、知识抽取、知识融合、知识推理等，有完整知识图谱项目搭建经验者优先。 •深入理解RAG架构原理，有实际生产环境落地经验，熟悉LangGraph、LangChain等相关框架的使用与优化。 •了解向量检索（FAISS/Milvus等）、Embedding模型优化方法，有GraphRAG实践经验者优先。 •熟悉至少一种主流图数据库，具备大规模知识图谱工程化落地经验者优先。 2. 语音交互方向 •熟悉ASR、TTS核心技术原理，有完整的机器人语音交互闭环链路研发或落地经验。 •熟悉至少一种ASR框架（如Whisper、FunASR、Paraformer等）或TTS框架（如CosyVoice、VITS等），有模型调优或服务接入经验。 •了解VAD、AEC、降噪等音频前处理算法，有复杂环境下语音交互优化经验者优先。 •有机器人、智能硬件语音交互相关项目经验，熟悉端侧部署、模型压缩优化者优先。 四、加分项 •有顶会论文发表、开源项目贡献或相关技术竞赛获奖者优先。 •具备大模型微调、Agent系统研发相关经验者优先。 •有垂直行业（智能硬件、金融、医疗、政务等）相关技术落地经验者优先。
CV算法实习生,苏州清扬智慧科技,200-230元/天,苏州,本科,,0-20人,计算机软件,,"岗位职责: 负责AI能力在商城全链路的产品化落地,覆boss盖AI导购助手、推荐等场景。 对接大模型API,通过Prompt设计与RAG策略,将通用模型能⼒转化为解决具体电商问题的产品功能。 结合业务标签与⽤户⾏为数据,对生成效果进行策略性调优,确保输出的可控性与实⽤性。 搭建AI产品方法论与团队能力体系,持续提升业务效率与用户体验。 推动从需求洞察、模型能力接入到产品迭代的闭环,沉淀Prompt模板、场景SOP及RAG策略方案,赋能团队建立对AI能力的统一认知与边 界感。 任职要求: 本科及以上学历,3-5年产品经验,有电商、内容社区或营销肖产品经验者优先。 对商品、订单、营销、商家或结算等1-2个电商核心模块,具备实标产品设计经验。 逻辑清晰,具备优秀的系统性思维与业务抽象能力,能够基于复杂业务进行产品建模与系统化设计。 跨部门沟通与协调能力强,能整合多方资源推动项目高效落地。 熟练使用Axure、Figma、Visio等产品设计工具,熟悉敏捷开发流程及项目管理工具。 加分项 有AI导购、AI客服、AI内容生成等具体场景落地经验 对LangChain、RAG架构或Agent有实际应用经验 熟悉大模型API调用及Prompt工程最佳实践"
AI合伙人,上海新鑫企业发展,10-15K,苏州,本科,在校/应届,1000-9999人,房地产开发经营,,"- boss有 6 - 10 年的工作经验，独立完成过应用开发 - 扎实的设计模式基础，喜欢追求boss代码整洁 - 精通前端技术栈 React/Nextjs/trpc, 能在颅内把设计图转成 CSS - 精通后端 Python/Nodejs 等相关后端开发技术栈 - 对 AI 相关的技术栈 RAG/Agent 等有相关的了解"
AI应用工程师,凌旭科技,11-18K,苏州,本科,3-5年,100-499人,计算机软件,住房补贴|五险一金|交通补助|员工旅游|通讯补贴|节日福利|股票期权|全勤奖,产品线高级boss营销经理 一、岗位职责 1. 主导并统筹品类1-3年发展战略规划，结合市场洞察、行业趋势及业务目标，制定清晰的品类发展⽅向、核⼼策略及可落地的实施⽅案、执行细则，对品类长期发展成果负责。 2. 牵头负责品类品牌资产的全面梳理、体系化建设与长效管理，主导整体品类定位、产品线定位、品牌调性的迭代优化，统筹传播概念、传播⼿段、VI系统及各类应用场景的标准化落地与升级，打造具有核心竞争力的品牌资产。 3. 统筹对接产研、GTM等产品线核心职能单位，牵头推进产品线端到端全流程管理，主导制定针对性营销规划并提供全方位支持，推动营销与产品研发、市场落地的深度协同，确保营销策略贴合产品核心优势。 4. 主导营销创新体系搭建，独立思考并推动营销在内容、渠道、形式、技术等多维度的创新实践，总结可复制的营销模型与方法论，统筹指导全球各区域营销团队的营销落地方式，提升全球营销效率与效果。 5. 全面负责营销预算的全生命周期管理，统筹各类营销预算的规划、分配、管控与优化，深度分析预算使用效率及对PnL的影响，牵头协助区域营销总监完成各区域营销预算的管控与优化（协同财务BP），确保预算投入产出比最大化。 6. 牵头带领新品上市全流程项目，凭借资深项目管理经验，主导新品定位、全球上市营销策略的制定，统筹全球统一新品上市内容的策划、制作与执行，包括但不限于新品发布会、全维度IMC整合营销活动、核心传播素材的标准化输出，确保新品成功上市并达成市场目标。 7. 策划并统筹执行品类及产品线层面的全球级品牌与营销活动，牵头将营销活动与销售目标、品牌建设目标深度绑定，统筹资源整合与跨部门协同，推动活动落地并对活动效果进行复盘优化，助力业绩达成与品牌影响力提升。 8. 对整合营销传播（IMC）具备深刻的理论认知与丰富的实践经验，能够从市场洞察、创意策略、落地执行（传播资产搭建、媒介策略制定、效果Tracking）全流程统筹把控，指导各区域完成IMC活动的本地化落地，确保全球营销调性统一且贴合区域市场需求。 9. 统筹管理内外部合作伙伴与核心团队，包括创意公司、活动公司、内部设计团队等，精准拆解需求、明确交付标准，建立高效协作机制，确保各项合作任务按时、按质、按预算完成，同时搭建内外部合作资源池。 10. 牵头搭建团队营销能力培养体系，负责团队人才的营销理论提升、实践指导与能力赋能，制定人才培养计划，打造高绩效营销团队，推动团队整体专业能力迭代升级。 11. 跟踪全球市场动态、行业竞品营销策略，及时输出市场分析报告与优化建议，为品类战略调整、营销策略迭代提供决策支撑。 二、任职要求 1. 对AI领域有深刻认知与浓厚兴趣，熟练运用AI Agent工具辅助营销工作，具备前沿的“互联网+”思维，拥有5年以上产品营销相关经验，且有丰富的数码营销、电商营销、跨界合作实操经验，有AI相关品类营销经验者优先。 2. 具备极强的数字分析能力、敏锐的市场洞察力与行业前瞻性，能够快速捕捉市场趋势与用户需求，拥有活跃的创意能力，能结合业务目标输出有竞争力的营销创意与策略。 3. 具备卓越的综合策划能力、资源整合能力与项目统筹能力，能够独立牵头大型营销项目与新品上市项目，具备端到端项目管理经验，可确保策略完美落地并达成预期目标。 4. 具备优秀的书面与口头英语沟通能力，可熟练使用英语作为工作语言，能够与全球总部、各区域团队及国际合作伙伴进行高效沟通、谈判与协同。 5. 具备较强的领导力与团队管理能力，有带领营销团队的经验，能够有效激励团队、统筹分工，推动团队达成工作目标；具备良好的跨部门协同能力，可高效协调产研、财务、销售等多个部门推进工作。 6. 具备成熟的预算管理与成本控制意识，能够精准分析预算投入产出比，有PnL相关管理经验者优先。 7. 具备极强的责任心、抗压能力与执行力，能够应对复杂的全球营销场景，高效推进多项工作并行，善于复盘总结并持续优化工作方法。 8. 本科及以上学历，市场营销、工商管理、广告学等相关专业优先；
研发管理与技术骨干（Tech Lead）,上海万得基金,25-40K·14薪,苏州,本科,5-10年,100-499人,基金,带薪年假|万得终端|五险一金|底薪加提成|定期体检|生日福利|绩效奖金|有无线网|保底工资|补充医疗保险,产品一、企业级智能客服平台产品 1、负责RAGFlow私来自有化部署、集成开发、功能扩展及深度调优，实现多语言文档解析、切片、向量入库、检索召回、重排序等模块开发与迭代。 2、负责LLM大模型接口对接、封装、并发调度、熔断降级，实现多轮对话、上下文管理、意图识别、应答后处理等核心逻辑开发。 3、参与RAG全流程优化，提升检索精准度与问答命中率，解决模型幻觉、检索漂移、多语言适配等问题。 4、负责多语言NLP预处理、语种识别、向量化逻辑、知识库管理等模块开发与维护。 5、与前端、测试、产品协同完成需求开发、联调测试、线上问题定位与修复。 6、编写技术方案、接口文档、部署文档及优化记录，保证项目可维护、可迭代。 7、跟踪业界LLM/RAG前沿技术，持续优化系统效果与性能指标。 任职要求 1、985/211统招重点本科以上学历，1年以上 AI 平台或相关软件开发经验，有完整大模型应用项目经验（LLM/RAG/RAGFLOW/知识增强/AGENT 方向） 2、熟练使用RAGFlow，具备部署、配置、集成开发及调优经验者优先。 3、精通 Python / Java 至少一种后端语言，具备扎实编码与工程实现能。 4、熟悉RAG全流程：文档解析、文本切片、Embedding、语义检索、重排序、Prompt工程。 5、熟悉至少一种向量库：Milvus、Elasticsearch等。 6、具备主流大模型API对接、调用优化、并发控制实际经验。 7、了解NLP基础能力，如文本预处理、语义匹配、多语言处理优先。 8、熟练使用Docker，可独立完成服务部署、调试与优化。 9、具备良好的问题排查、技术攻坚与团队协作能力，责任心强。 10、熟练使用Docker，可独立完成服务部署、调试与优化。 11、具备良好的问题排查、技术攻坚与团队协作能力，责任心强。 加分项 1、有多语言智能客服、跨境电商AI问答系统研发经验。 2、有RAGFlow源码阅读、二次开发、插件定制经验。 3、具备大模型微调、RAG效果量化评测、自动化迭代经验。 4、熟悉微服务、Redis、MQ、K8s等云原生技术栈。 5、熟悉多语言机器翻译、跨语言检索相关技术与实践。
产品经理（大模型）,苏州引力次元信息技术,20-40K·15薪,苏州,本科,3-5年,100-499人,互联网,,"Come Make the World With Us Make Your Mark. Shape Your Future. It takes great people to achieve greatness. People with a sense of purpose and integrity. People with a relentless pursuit of excellence. People who care about making things better For Those Who Make The World64. Sound like you? Join our top-notch team of nearly 60,000 professionals globally who are making their mark on some of the world’s beloved brands, including DEWALT®, CRAFTSMAN®, CUB CADET®, STANLEY® and BLACK+DECKER® Position Summary: The Job As a (Sr) Supply Chain Specialist, you’ll be part of our Stanley Black & Decker’s Global Procurement Operation team located in Suzhou. You will demonstrate international trading & logistics professions; ensure PO accuracy, supplier on time PO confirmation & delivery. You’ll get to: 61 PO placement, shipment follow-up. 61 Support global planners for demand and delivery request changes. 61 Monitor vendor fill rate in order to meet targeted on time delivery goal. 61 Support global customers and finance department for custom and payment document issues. 61 Maintain SAP data: material, cost, vendor, TC/PO, IBD. 61 Regular Capacity Vs Total Demand review for Key vendors 61 Forecasting/ solving the difficulties & critical issues on product delivery with the suppliers 61 Tiered meeting with sourcing team to review past due orders, potential delivery issues, etc. 61 Negotiate/ communicate with all functions (sourcing, quality, suppliers, testing lab etc) for trade sales order (FOB Direct Sales) 61 Supplier management: delivery issues coordination, evaluate feedback of customer’s request 61 MOQ & Lead Time reduction with vendors 61 Supplier visit may be required Reports: 61 Monthly Vendor on time delivery/Root Cause Details Report 61 Weekly USO Report 61 Key vendor capacity Review chart The Person You love to learn and grow and be acknowledged for your valuable contributions. You’re not intimidated by innovation. Wouldn’t it be great if you could do your job and do a world of good? In fact, you embrace it. You also have: 61 University degree holder. Major in Business Administration, Supply Chain Management, Logistics or International Trade is preferred. 61 5+ years experience on logistics, supply chain function. Good at international trading operations. 61 Basic knowledge on material planning and inventory control. 61 Good communication skills, analytical skills with all levels of people worldwide. 61 Vendor management and negotiation skills. 61 Fluent English ability in speaking & writing to communicate with customers. 61 Good in computer skills, e. MS Office. 61 Knowledge in ERP system, prefer SAP 61 Change agent: good time management & making effective decisions under constant pressure and time constraints. 61 Result oriented with ambition to make significant contributions for the growth of the Company 61 Good team player and good leadership, with good judgments and effective in working both within a team setting as well as independently 61 Assertive, innovative, customer oriented 61 Thinking in global perspectives, able to perform in a competitive approaches on work 61 Positive thinker 61 Prefer experience with using AI tools, Power BI, etc. Stanley Black & Decker is a values-driven organization, and we are passionate about delivering products to meet unmet societal needs, creating a more sustainable world and empowering makers! As a team, we bring our diverse background, beliefs and experiences together to solve challenging, important problems. If you are interested in helping solve customer problems by capitalizing on the promise of digital transformation, we would like to speak with you! And More We want our company to be a place you’ll want to be – and stay. Being part of our team means you’ll get to: 61 Grow: Be part of our global company with 20+ brands to grow and develop your skills along multiple career paths. 61 Learn: Have access to a wealth of learning resources, including our Lean Academy, Coursera® and online university. 61 Belong: Experience an awesome place to work, where we have mutual respect and a great appreciation for diversity, equity and inclusion. 61 Give Back: Help us continue to make positive changes locally and globally through volunteerism, giving back and sustainable business practices. What’s more, you’ll get that pride that comes from empowering makers, doers, protectors, and everyday heroes all over the world. We’re more than the #1 tools company. More than a driving force in outdoor power equipment. More than a global leader in industrial. We’re visionaries and innovators. As successful as we’ve been in the past, we have so much further to go. That’s where you come in. Join us! All qualified applicants to Stanley Black & Decker are considered for employment without regard to race, color, religion, age, sexual orientation, gender identity, national origin, disability, veteran’s status or any other protected characteristic."
资深客户端程序（卡牌 肉鸽）,苏州仙峰游戏,20-25K,苏州,本科,3-5年,100-499人,游戏,住房补贴|年终奖|加班补助|零食下午茶|节日福利|五险一金|员工旅游|餐补|定期体检|带薪年假,岗位职责: 1.负责分布式存储软件产品功能设计、实boss现及测试; 2.产品疑难问题公关;+ 积极参与团队内、团队间的产品特性、技术实现沟通与讨论;3. 了解目标行业(竞争对手、客户、应用发展趋势)，协助团队制定产品规划。4. 任职要求: 1.本科及以上学历，计算机相关专业，⾄少5年存储产品研发实战经验(⽂件系统/块存储/对象存储);深刻理解存储系统I0路径; 2.⾄少5年Linux环境下C/C+、3年以上Python开发实战经验; 3.精通数据结构与算法; 4.扎实的计算机系统功底，深入理解x86体系架构，同时熟悉国产飞腾、申威架构为佳;有Lustre、BeeGFS、Ceph、GlusterFS等开源项目实际⼯作经验者优先;5. 有DPDK、SPDK、NMMeoF、RDMA、NVDIMM实践经验者优先;6. 有 PyTorch、TensorFlow、 Spark 及 RAG、AI Agent、AI 工厂知识者优先;7.具有国产飞腾、申威体系研发经验优先; 9.具有较强的逻辑思维及学习能力，对新技术敏感，乐于分享。
人力行政经理,某中型智能硬件上市公司,20-30K,苏州,本科,5-10年,100-499人,智能硬件,生日福利|补充医疗保险|五险一金|带薪年假|零食下午茶|股票期权|年终奖|定期体检|节日福利,"岗位职责： 1. 负责设计和开发基于大语言模型的应用系统，重点关注通过**RAG（Retrieval-Augmented Generation）**等技术提升模型的准确性、时效性和领域专业性。 2. 深入研究和应用**开源RAG系统**（如 Dify、FastGPT 等），理解其源码实现，并进行定制化开发与优化，满足特定业务场景需求。 3. 负责构建和优化**知识库**，包括文档解析（支持 PDF、Word、Excel、PPT 等多种格式，多模态文档解析能力优先）、文本切分、**词嵌入（Embedding）模型**的选择与应用、向量数据库的搭建与优化。 4. 设计并实现**重排序（Reranking）模型**或策略，结合初始检索结果与重排序，提升检索结果的相关性。 5. 掌握并实践**大模型微调**的完整流程，包括数据准备、模型选择、训练框架（如 Hugging Face Trainer, DeepSpeed）应用、效果评估与迭代，以适配特定应用场景。 6. **负责构建和开发基于大模型的 AGENT 应用**，设计 AGENT 的思维逻辑、工具调用能力、记忆机制等，实现特定任务的自动化处理。 7. 探索和研究**多 AGENT 协作（Multi-Agent）技术**，设计并实现多个 AGENT 之间有效沟通、任务分配与协同工作的机制，解决复杂问题。 8. 探索和应用**知识图谱**技术，构建领域知识图谱，并与大模型、RAG 流程、AGENT 应用结合，提升复杂问答、推理和决策能力。 9. 负责大模型应用的后端服务开发，包括 API 设计与实现、与现有业务系统的集成、以及性能优化。 10. 构建和维护大模型应用所需的**开发、测试、部署（CI/CD）**流程，利用容器化技术（Docker, Kubernetes）进行高效部署与扩展。 11. 监控应用性能和模型效果，分析用户反馈，持续迭代优化应用体验和模型表现。 12. 探索大模型在业务中的创新应用模式，如智能客服、内容生成、数据分析、决策支持、自动化流程等，推动技术落地。 岗位要求 ： 1. 统招本科以上学历， 2年以上AI平台或相关软件开发经验，至少有一个完整的大模型应用项目（涉及RAG、知识增强、或 AGENT 相关方向）经验。 2. 精通Python，熟悉至少一种后端语言（如 Golang, Java），具备良好的后端服务开发能力。 3. 熟悉 Hugging Face Transformers 生态，了解主流大语言模型和词嵌入模型。 4. 深入理解 **RAG 技术原理和流程**，熟悉主流开源 RAG 框架（如 Dify, FastGPT 等），**能够阅读和理解其源码**。 5. 熟悉 **向量数据库**（如 Milvus, ChromaDB, Pinecone, FAISS 等）的原理和使用。 6. 熟悉 **文档解析技术**，熟悉处理 PDF, Word 等常见文档格式的库或工具，有处理多模态数据（如图像、表格）经验者优先。 7. 了解 **词嵌入（Embedding）模型**的原理，有模型选型、调优或训练经验者优先。 8. 了解 **重排序（Reranking）模型**的基本原理和应用。 9. 熟悉 **大模型微调**的基本流程和常用框架（如 Hugging Face Trainer, DeepSpeed）。 10. **了解 AGENT 的基本概念和构建方法**，有相关实践经验者优先。 11. 了解 **Multi-Agent 系统**的基本原理和协作机制，有相关实践经验或研究者优先。 12. 熟悉 **知识图谱**的基本概念和构建方法者优先。 13. 熟悉 **Docker** 容器化技术，了解 **Kubernetes** 基本概念者优先。 14. 熟悉 **CI/CD** 流程和工具（如 Jenkins, GitLab CI）者优先。 15. 具备良好的技术文档撰写能力、跨团队沟通协作能力，能快速理解业务需求并转化为技术方案。 16. 具备解决复杂问题的能力和强烈的责任心、学习意愿。 加分项： 1. 有实际落地 **RAG 应用** 的完整项目经验。 2. 有实际构建和部署 **AGENT 应用** 的完整项目经验。 3. 有探索或实践 **Multi-Agent 协作系统** 的经验。 4. 熟悉并使用过 **LangChain, LlamaIndex** 等大模型应用开发框架，并有深入理解。 5. 参与过开源项目贡献，或熟悉相关开源社区运作。 6. 有 **知识图谱** 构建与应用的实际经验。 7. 熟悉主流 **LLM API**（如 OpenAI, Azure OpenAI, 百度文心等）的使用和调优。 8. 有处理特定垂类领域（如金融、医疗、法律）数据和应用经验者。 9. 具备模型安全意识，了解 Prompt Engineering、Prompt 防护机制（如防止 Prompt 注入）。 10. 熟悉 **工具调用（Function Calling）** 机制及其在大模型应用中的实践。"
AI智能体业务顾问/AI智能体解决方案顾问,苏州云巴巴数字科技,10-15K,苏州,本科,1-3年,20-99人,计算机软件,带薪年假|股票期权|底薪加提成|五险一金,"boss岗位职责： 1、参与系统设计； 2、负责平台的开发、单元测试和缺陷修复； 3、不断进行系统架构优化，提高代码质量； 4、能负责对外方案讲解、演示，技术⽂档编写； 5、指导和带领初/中级⼯程师完成开发任务。 任职要求： 1、统招本科及以上学历，计算机相关专业； 2、5年及以上相关⼯作经验； 3、精通SpringMVC、SpringBoot，JPA等框架，并有较为丰富的使用经验，熟悉IDEA/Maven/Git开发环境； 4、熟练掌握SQL语言以及PostgreSQL或MySQL数据库中的⼀种； 5、熟悉一种缓存技术，如Redis； 6、熟悉MQ如RocketMQ,RabbitMQ者优先考虑； 7、具备基本的前端开发知识，熟悉HTML5/CSS3,了解常用的前端框架,如React、vue 8、具备良好的沟通表达能力和快速学习能力。 加分项： 1、有agent开发经验； 2、有容器使用经验； 3、熟悉分布式系统，如事务如何控制； 4、互联网行业项目经验； 5、有cursor、claude code 等智能辅助开发工具经验。"
AI人才咨询顾问,上海渠恩企业管理咨询,4-7K,苏州,本科,在校/应届,0-20人,企业服务,,"岗位愿景 在 OTA 领域，数据是核心，而“效率”是生命线。我们不缺数据，缺的是能让数据自动跑起来的“⼤脑”。 你将负责构建新⼀代的 OTA 智能助⼿，它不仅能分析评论，还能像资深运营一样，自主监测竞对房态、根据市场波动调整定价，并利⽤ Agent 技术完成跨平台的自动化任务。 核心职责 构建自主 Agent 助手： 参考 OpenClaw 或类似框架，开发具备 Browser-use（浏览器操作） 能力的 AI 助手，实现跨平台（如携程、美团、Booking）的房态巡检、自动改价及竞对信息抓取。 智能动态定价引擎： 利用大模型结合传统时序预测技术，分析历史预订、节假日、天气及竞对数据，开发辅助决策工具，实现收益最大化（RevPAR 优化）。 深度评论挖掘 (NLP)： 搭建端到端的点评分析管道，利用 LLM 对海量用户评论进行情感极性分析、槽位提取（如：隔音、卫生、服务细节），并自动生成回复建议与改进报告。 房态预测与预警： 建立 AI 模型识别异常房态波动，通过 Agent 自动触发库存预警或关房策略，减少超卖风险。 前沿技术探索： 持续调研并集成最前沿的 AI 框架（如 AutoGPT, LangGraph, CrewAI 等），将黑科技转化为业务生产力。 任职要求: 极强的编程与学习能力： 精通 Python，能够快速上手并复现最新的开源 AI 项目（如 OpenClaw, Skyvern 或相似的 Web-Agent 框架）。 AI 工程化实战： 熟悉 LLM 的推理逻辑（Reasoning），在 Prompt Engineering 和 Function Calling 方面有实操经验，能解决 Agent 在复杂网页环境下的容错问题。 OTA/酒店业务理解： 熟悉 OTA 平台运作机制，理解 房态同步、动态调价、佣金结构 等业务逻辑者优先。 技术栈： 熟悉 Playwright / Selenium / Puppeteer 等自动化工具。 熟悉向量数据库（Milvus/Pinecone）与 RAG 落地。 有基本的数据建模能力，了解回归分析或强化学习在定价中的应用。 极客精神： 喜欢折腾新工具，能够独立解决非标场景下的技术难题。 优先条件 有开发过个人 AI 助理、智能爬虫 Agent 或自动化办公流程 (RPA+AI) 项目经验者。 在 GitHub 上有高质量的 AI 相关项目或参与过知名开源 Agent 框架贡献。 能清晰向非技术人员解释“大模型如何优化 ADR 和入住率”。 该岗位只接受现场面试，不能现场勿扰，谢谢！！！"
"go（java-rust-自研-会MCP, Agent）",丰蕾科技,15-22K·15薪,苏州,本科,3-5年,20-99人,计算机软件,补充医疗保险|交通补助|员工旅游|节日福利|五险一金|餐补|通讯补贴|定期体检|股票期权|年终奖|团队活动经费|带薪年假|零食下午茶,岗位职责 1. 负责在线服务系统开发 2. 开发生物信息系统AI Agent 3. 编写技术文档，参与代码审查 任职要求 1. 计算机科学与技术、软件工程、电子信息⼯程等相关专业，本科及以上学历 2. 物理、数学等理⼯科背景且具备编程能⼒者亦可 3. 3年以内工作经验（包括应届毕业生） 4. 有科研项⽬软件开发经验者优先 核心技能（必备） 1. 计算机系统基础 1. 具备扎实的计算机体系结构知识 2. 深入理解操作系统原理（进程/线程、内存管理、I/O等） 3. 熟悉计算机网络基础（TCP/IP协议栈、HTTP/HTTPS等） 4. 理解并发编程、多线程与异步编程 2. Linux系统能力 1. 熟练使用Linux操作系统（Ubuntu/CentOS/Debian等） 2. 掌握Shell脚本编程 3. 熟悉Linux系统管理（用户权限、进程管理、系统监控） 4. 了解容器技术（Docker）和基础运维知识 3. 网络服务开发 1. 掌握至少一种Web框架（Flask/Django/FastAPI/Spring Boot等） 2. 理解网络安全基础（认证、授权、加密） 4. 数据库技能 1. 熟练使用关系型数据库（MySQL/PostgreSQL） 2. 掌握SQL语句编写与优化 3. 了解NoSQL数据库（Redis/MongoDB等） 4. 理解数据库设计原则（范式、索引优化） 5. AI辅助开发能力 1. 熟练使用AI编程助手（GitHub Copilot/Cursor/Claude/ChatGPT等） 2. 善于利用AI工具提升开发效率 3. 能够有效进行Prompt工程，获取高质量代码建议 4. 具备AI生成代码的审查与优化能力 6. AI Agent开发经验 1. 了解AI Agent基本架构和工作原理 2. 熟悉LangChain、AutoGPT、AgentGPT等主流框架 3. 有使用大语言模型API开发经验（OpenAI/Claude/国产大模型） 4. 理解SKILL、MCP等技术 5. 能够设计和实现任务规划、工具调用的Agent系统 编程能力 必须掌握（至少两种） 1. Python（首选，用于科学计算和快速开发） 2. C/C++/Rust（用于性能关键模块） 加分技能 1. CUDA编程或GPU计算经验 2. 熟悉Git版本控制和团队协作流程 3. 了解CI/CD流程（Jenkins/GitLab CI/GitHub Actions） 4. 有消息队列使用经验（RabbitMQ/Kafka） 5. 熟悉gRPC或其他RPC框架 6. 有科学计算库使用经验（NumPy/SciPy/Pandas） 个人素质 1. 极强的动手实践能力：不满足于理论，喜欢实际编码解决问题；能够快速搭建原型验证想法；对新技术保持好奇，乐于尝试和实验 2. 非常良好的学习能力：能够快速学习新技术和新工具；善于阅读技术文档和源码；主动关注技术发展趋势；有持续学习和自我提升的习惯 3. 良好的问题分析和解决能力 4. 优秀的代码质量意识 5. 良好的沟通协作能力 6. 具备系统性思维，能够从全局考虑问题
